rt,participantID,age,gender,language,amE,education,comments,item,qud,utterance,verb,prior,responseFIRST,responseSECOND,responseFIRSTtype,responseSECONDtype
56356.89999999851,345,31,female,English,AmE,hold a higher degree,""":""N/A""}",bike,ai,neg-stop,stop,higher,1,0,PRE,notPOST
43165,105,71,male,English,AmE,some college,""":""thank you""}",petshelter,nai,q-stop,stop,lower,0.75,0.27,notPOST,PRE
64197.90000009537,30,57,female,English,AmE,graduated college,""":""none""}",bike,ai,neg-stop,stop,lower,1,0.020000000000000018,PRE,notPOST
93748,214,30,female,English,AmE,graduated college,""":""Good luck with your research!""}",bike,ai,neg-know,know,lower,0,0.01,CC,BEL
56815.89999997616,213,54,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,1,0.77,CC,BEL
49088.09999999404,502,47,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,0,1,notPOST,PRE
31502.90000000596,239,35,female,English,AmE,some college,""":""""}",bike,ai,q-stop,stop,higher,0.81,0.31000000000000005,PRE,notPOST
72938.10000002384,575,25,male,English,AmE,graduated high school,""":""""}",bike,nai,q-stop,stop,lower,0.18999999999999995,0.76,notPOST,PRE
72103.60000002384,262,72,male,English,AmE,graduated high school,""":""""}",bike,ai,q-stop,stop,lower,0.51,0.8200000000000001,PRE,notPOST
66207.70000004768,71,48,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,lower,0.5,0.52,CC,BEL
115300.1000000001,505,60,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,0,0,BEL,CC
222260,92,39,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,higher,1,0,PRE,notPOST
67155.69999998808,623,53,female,English,AmE,graduated college,""":""none""}",bike,ai,neg-stop,stop,higher,0.27,0.79,PRE,notPOST
40810.89999999106,364,32,female,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,0.17,0.89,CC,BEL
62806.29999995232,496,25,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,lower,1,0,PRE,notPOST
70907,300,23,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,0.75,0.89,BEL,CC
62414.5,527,36,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,0.44999999999999996,0.56,notPOST,PRE
71706.40000000014,542,36,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-stop,stop,higher,0.36,0.84,notPOST,PRE
64384.80000001192,215,67,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,0.08,0.04,BEL,CC
94096.5,531,73,female,English,AmE,graduated high school,""":""""}",petshelter,ai,q-stop,stop,lower,0.91,0.07999999999999996,PRE,notPOST
87910.5,579,50,male,English,AmE,hold a higher degree,""":""It seems a bit odd to try to evaluate that statement without knowing how the interaction that brought it about unfolded.""}",subway,nai,neg-know,know,lower,0.72,0.55,BEL,CC
65468.800000000745,125,46,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,0.82,0.34,CC,BEL
46481,526,60,female,English,AmE,hold a higher degree,""":""none""}",subway,nai,neg-know,know,lower,0,1,BEL,CC
41540,597,57,male,English,AmE,graduated college,""":""it is sometimes hard to know if they actually didn't know or they didn't know because the person did do something.""}",bike,ai,neg-know,know,higher,0.54,0,CC,BEL
83530.80000001192,296,46,female,English,AmE,some college,""":""""}",petshelter,ai,q-stop,stop,lower,0,1,PRE,notPOST
36403,126,36,male,English,AmE,graduated college,""":""n/a""}",bike,ai,neg-know,know,higher,0.22,0.22,CC,BEL
149241.60000002384,165,46,female,English,AmE,graduated college,""":""""}",subway,nai,q-stop,stop,lower,0.85,0,notPOST,PRE
61434.90000003576,284,55,male,English,AmE,some college,""":""""}",bike,ai,neg-know,know,higher,0.21,0.22,CC,BEL
46995.19999998808,120,37,male,English,AmE,graduated college,""":""Good Study""}",bike,nai,q-stop,stop,lower,0.27,0.75,notPOST,PRE
53386,423,55,female,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,lower,0.04,0.9,BEL,CC
32493.599999964237,142,27,female,English,AmE,graduated high school,""":""""}",bike,ai,q-stop,stop,higher,1,0.94,PRE,notPOST
34486.700000047684,175,46,female,English,AmE,graduated high school,""":""""}",bike,ai,neg-know,know,higher,0.73,0.82,CC,BEL
41932,596,64,male,English,AmE,hold a higher degree,""":""none""}",bike,nai,neg-stop,stop,higher,0,1,notPOST,PRE
89784.89999961853,81,51,male,English,AmE,graduated high school,""":""""}",petshelter,ai,q-know,know,lower,0,0.5,CC,BEL
41508,43,64,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,0.06999999999999995,0.93,notPOST,PRE
105399.29999995232,362,55,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,neg-know,know,lower,0.12,0.84,BEL,CC
157268.5,250,29,male,English,AmE,graduated college,""":""""}",bike,ai,neg-stop,stop,lower,0.13,0.9,PRE,notPOST
78611.19999998808,393,66,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,0.13,0.11,CC,BEL
51984,624,56,male,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,higher,0.36,0.5800000000000001,PRE,notPOST
65739,389,46,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,0.62,0.62,BEL,CC
68078.79999995232,295,45,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,0.78,0.71,notPOST,PRE
57890.09999999998,348,59,male,English,AmE,graduated college,""":""N/A""}",subway,ai,q-stop,stop,higher,1,0,PRE,notPOST
134515.2999997139,435,64,female,English,AmE,graduated college,""":""The study was fine but the boxes on the demographic section are very small and hard to read.""}",bike,ai,q-stop,stop,higher,1,1,PRE,notPOST
101498.90000000002,488,53,male,English,AmE,some college,""":""N/A""}",subway,ai,q-stop,stop,lower,0.1,1,PRE,notPOST
64500.29999999702,266,51,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,0.74,0.82,BEL,CC
77198.90000000596,68,41,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,0.27,1,notPOST,PRE
36927.69999998808,179,27,male,English,AmE,graduated college,""":""no""}",petshelter,nai,q-stop,stop,lower,0.21999999999999997,0.73,notPOST,PRE
108133.09999999404,173,73,female,English,AmE,some college,". ""}",subway,ai,q-know,know,higher,1,1,CC,BEL
40045.800000190735,639,65,female,English,AmE,some college,""":""""}",bike,nai,neg-know,know,higher,0.29,0.48,BEL,CC
38814,48,52,preferNoToSay,English,AmE,some college,""":""""}",subway,ai,q-know,know,higher,0.83,0.62,CC,BEL
63191.20000000007,122,47,female,English,AmE,some college,""":""""}",subway,ai,q-stop,stop,higher,0.79,0.21999999999999997,PRE,notPOST
60048.69999999972,539,56,female,English,AmE,some college,""":""Anything is possible I suppose...""}",bike,nai,q-know,know,lower,0.28,0.81,BEL,CC
66215.3999999999,558,39,male,English,AmE,graduated college,""":""no issues""}",subway,nai,q-know,know,lower,0.48,0.11,BEL,CC
94893.09999999404,134,65,female,English,AmE,some college,""":""N/A""}",subway,nai,neg-know,know,higher,1,1,BEL,CC
45775.69999998808,439,39,female,English,AmE,some college,""":""it is different, very interesting.""}",petshelter,ai,q-know,know,lower,0.09,0.32,CC,BEL
52439.5,150,54,female,English,AmE,graduated high school,""":""""}",bike,nai,q-know,know,lower,0.49,0.61,BEL,CC
77006.00000000001,60,41,male,English,AmE,graduated college,""":""None ""}",petshelter,nai,q-know,know,higher,0.66,0.66,BEL,CC
54982.69999998808,330,61,male,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,lower,0,1,notPOST,PRE
64937.5,433,58,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-stop,stop,higher,0.81,0.42000000000000004,PRE,notPOST
91843,102,55,female,English,AmE,graduated college,""":""none""}",petshelter,ai,q-know,know,lower,1,0,CC,BEL
51777,291,29,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-stop,stop,lower,0.5,0.8200000000000001,PRE,notPOST
109700.2000002861,89,49,male,English,AmE,graduated college,""":""""}",bike,nai,neg-know,know,higher,0.37,0.63,BEL,CC
73051.89999999106,177,75,female,English,AmE,hold a higher degree,""":""none""}",petshelter,ai,q-know,know,lower,0.37,0.4,CC,BEL
42360.09999999404,53,51,female,English,AmE,hold a higher degree,""":""""}",bike,nai,neg-know,know,lower,0.01,0,BEL,CC
49734.40000000596,388,68,male,English,AmE,graduated college,""":""""}",subway,ai,neg-stop,stop,higher,1,0,PRE,notPOST
57668.09999990463,532,32,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,0.99,0.21,CC,BEL
121154.19999998808,320,39,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,higher,0.22999999999999998,0.79,notPOST,PRE
44747.89999999991,615,46,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,higher,0.53,0.57,notPOST,PRE
68778.79999923706,40,38,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-know,know,lower,0.36,0.99,BEL,CC
62307,36,34,female,English,AmE,hold a higher degree,""":""I'm not clear as to the hypothesis in this study...""}",petshelter,ai,q-stop,stop,lower,0,0.8,PRE,notPOST
91613.60000002384,577,35,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,0.28,0.73,notPOST,PRE
61901,58,33,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,0,1,BEL,CC
60804.90000000037,237,74,male,English,AmE,some college,""":""none""}",bike,ai,q-stop,stop,lower,0.89,0.12,PRE,notPOST
47298.19999998808,464,29,male,English,AmE,hold a higher degree,""":""""}",petshelter,ai,neg-stop,stop,lower,0.8,0.14,PRE,notPOST
64102.69999998808,534,71,female,English,AmE,graduated college,""":""interesting survey""}",subway,ai,neg-stop,stop,higher,1,0,PRE,notPOST
57062.39999999851,442,33,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,0.64,0.73,BEL,CC
30264,473,26,female,English,AmE,graduated college,""":""NA""}",subway,nai,neg-stop,stop,higher,0.10999999999999999,1,notPOST,PRE
92926,231,51,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-stop,stop,higher,0.12,1,notPOST,PRE
72045,139,49,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,0,0,BEL,CC
37578.79999995232,585,55,male,English,AmE,graduated high school,""":""""}",petshelter,ai,neg-know,know,lower,0.91,0.04,CC,BEL
46229.89999997616,578,29,male,English,AmE,graduated college,""":""""}",subway,ai,q-stop,stop,lower,0.41,0.78,PRE,notPOST
62215.900000002235,329,40,male,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,lower,0,0.86,notPOST,PRE
37961.09999999963,135,46,female,English,AmE,graduated high school,""":""""}",bike,ai,neg-stop,stop,higher,1,0,PRE,notPOST
46698.39999997616,352,53,male,English,AmE,some college,""":""""}",bike,ai,q-stop,stop,higher,0.31,0.65,PRE,notPOST
41363.19999999972,525,37,female,English,AmE,graduated college,""":""none""}",subway,ai,q-stop,stop,lower,1,0.97,PRE,notPOST
44181,322,35,female,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,lower,0.79,0.77,PRE,notPOST
34969,312,34,male,English,AmE,graduated high school,""":""""}",bike,ai,neg-stop,stop,lower,1,0,PRE,notPOST
47742,602,55,male,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,0.51,0.51,CC,BEL
69471.39999997616,401,46,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,lower,1,0,PRE,notPOST
59612.99999999999,586,37,female,English,AmE,graduated high school,""":""""}",subway,ai,neg-know,know,lower,1,0,CC,BEL
44733,440,67,male,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,0.52,0.51,BEL,CC
41349,514,68,female,English,AmE,graduated high school,""":""""}",subway,ai,q-know,know,lower,0,0,CC,BEL
132045.59999999986,500,72,female,English,AmE,graduated college,""":""n/a""}",petshelter,ai,q-know,know,lower,0,1,CC,BEL
68269.10000002384,35,60,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,higher,1,0.32999999999999996,PRE,notPOST
83048.89999997616,195,40,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,0.5,0.5,BEL,CC
88514.80000001192,251,73,female,English,AmE,graduated high school,""":"" no""}",petshelter,nai,neg-stop,stop,higher,0,1,notPOST,PRE
130333.2000000002,310,31,female,English,AmE,graduated high school,""":""""}",subway,nai,neg-stop,stop,higher,0,1,notPOST,PRE
42245.09999996424,399,44,male,English,AmE,graduated high school,""":""""}",subway,nai,neg-stop,stop,higher,0,1,notPOST,PRE
44171.70000004768,409,50,male,English,AmE,graduated college,""":""Thank you for this opportunity.""}",bike,ai,neg-stop,stop,higher,1,0,PRE,notPOST
61679,499,42,male,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,higher,0.38,0.66,notPOST,PRE
74298,576,55,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,1,0.67,CC,BEL
85734.29999999981,565,70,male,English,AmE,some college,""":""Even if the question is answered, it will not be a reliable indication of how the list should be completed.""}",subway,nai,q-know,know,lower,0.32,0.13,BEL,CC
41206.00000000001,14,29,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,0.41,0.36,BEL,CC
67870.40000000596,27,31,male,English,AmE,graduated college,""":""no comment.""}",bike,ai,q-stop,stop,lower,1,1,PRE,notPOST
74086,228,55,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-know,know,higher,0.69,0.5,BEL,CC
37710.5,342,58,male,English,AmE,hold a higher degree,""":""""}",petshelter,nai,q-know,know,lower,0.05,0.01,BEL,CC
88031.19999998808,530,56,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,0.66,0.55,BEL,CC
90967,475,39,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,higher,0.23,0.58,BEL,CC
34161.199999999255,548,36,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,0.2,0,BEL,CC
61655.09999999998,264,28,male,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,higher,0,1,notPOST,PRE
60169.19999998808,37,26,female,English,AmE,hold a higher degree,""":""""}",bike,nai,q-stop,stop,higher,0.31999999999999995,1,notPOST,PRE
36827.69999998808,129,67,female,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,higher,1,0,PRE,notPOST
77530.40000003576,305,39,male,English,AmE,graduated high school,""":""""}",bike,ai,q-know,know,lower,0.98,0.51,CC,BEL
67437.39999997616,247,67,female,English,AmE,graduated college,""":""I have no comment.""}",subway,nai,q-know,know,lower,0,1,BEL,CC
55482.80000001192,184,35,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,1,0.98,notPOST,PRE
45958,61,40,male,English,AmE,graduated college,""":""Nothing to add, thanks""}",subway,nai,neg-know,know,lower,0.25,0.71,BEL,CC
36081.70000004768,181,26,male,English,AmE,some college,""":""""}",bike,ai,q-know,know,lower,0.81,0.51,CC,BEL
69040,42,79,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-know,know,lower,0,0,BEL,CC
60702.69999998808,491,66,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-know,know,lower,0,0,CC,BEL
45352.39999985695,51,56,female,English,AmE,graduated college,""":"" none""}",bike,ai,neg-stop,stop,higher,1,0,PRE,notPOST
245620,64,29,male,English,AmE,some college,""":""""}",subway,ai,q-know,know,higher,1,0.3,CC,BEL
49497.30000000447,618,31,female,English,AmE,hold a higher degree,""":""""}",subway,nai,q-stop,stop,lower,0.6,0.43,notPOST,PRE
58068.59999999404,425,41,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,higher,1,0.75,CC,BEL
44048.29999999702,335,28,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,0,1,notPOST,PRE
60874.5,9,40,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,0.67,0.5,CC,BEL
66185.1000000001,20,34,female,English,AmE,some college,""":""""}",bike,ai,neg-know,know,lower,1,0,CC,BEL
30374.5,136,38,male,English,AmE,graduated high school,""":""""}",bike,ai,neg-know,know,lower,1,1,CC,BEL
62596,583,50,female,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,1,0,notPOST,PRE
142744.40000009537,242,42,female,English,AmE,hold a higher degree,""":""""}",petshelter,ai,q-know,know,lower,1,0.6,CC,BEL
58053.5,495,53,male,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,higher,0.87,0.95,CC,BEL
47846.10000038147,610,42,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,0.06999999999999995,0.93,notPOST,PRE
1065467.799999997,315,56,male,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,0.13,0.12,CC,BEL
68659,270,45,male,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,0.84,0.13,PRE,notPOST
48575.40000000596,380,33,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,higher,0.050000000000000044,0.98,notPOST,PRE
57542.19999998808,276,36,female,English,AmE,some college,""":""""}",bike,nai,neg-stop,stop,higher,0,1,notPOST,PRE
65713.60000000894,625,52,preferNoToSay,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,lower,0.63,0.08,CC,BEL
44480.89999997616,283,34,female,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,higher,0.22999999999999998,1,notPOST,PRE
38261,343,39,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,higher,0.79,0.62,BEL,CC
55660,369,54,male,English,AmE,some college,""":""""}",petshelter,nai,neg-stop,stop,lower,0.10999999999999999,0.68,notPOST,PRE
97029.9,546,61,female,English,AmE,graduated college,""":""""}",subway,nai,q-know,know,lower,0,0,BEL,CC
43923.89999999991,630,52,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,0.94,0.02,CC,BEL
70292,75,48,female,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,0.61,0.56,CC,BEL
81429.20000000298,619,48,female,English,AmE,some college,""":""""}",petshelter,ai,q-know,know,lower,0.04,0.07,CC,BEL
63925,347,57,preferNoToSay,English,AmE,graduated college,""":""None""}",petshelter,ai,q-know,know,lower,0.22,0.27,CC,BEL
46965.5,240,35,female,English,AmE,graduated high school,""":""""}",bike,ai,q-know,know,lower,0.01,0,CC,BEL
76769,363,31,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-stop,stop,lower,0.9299999999999999,0.15,notPOST,PRE
35162,519,47,male,English,AmE,graduated college,""":""""}",bike,nai,q-stop,stop,lower,0.30000000000000004,0.59,notPOST,PRE
91615,331,57,preferNoToSay,English,AmE,graduated high school,""":""""}",subway,ai,q-stop,stop,higher,1,0.77,PRE,notPOST
95071,95,33,male,English,AmE,some college,""":""""}",bike,nai,q-stop,stop,higher,0.5900000000000001,0.96,notPOST,PRE
63691.5,148,32,male,English,AmE,hold a higher degree,""":""""}",bike,nai,q-know,know,lower,0.39,0.43,BEL,CC
54833.700000000186,230,67,female,English,AmE,graduated college,""":""Great study! Thanks so much...:)""}",subway,nai,neg-know,know,lower,0.04,0.07,BEL,CC
47622.60000002384,450,45,male,English,AmE,graduated college,""":""20 miles? That is a crazy bike ride every morning""}",bike,ai,q-know,know,lower,0.71,1,CC,BEL
85285,591,56,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,1,0.33,CC,BEL
37923,485,41,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,0.63,0.54,BEL,CC
53586.89999997616,480,64,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,higher,0.89,0.13,PRE,notPOST
123020.29999999992,557,37,male,English,AmE,graduated college,""":""I hope the research goes well, thank you.""}",bike,ai,q-know,know,lower,0.18,0.18,CC,BEL
61941.5,570,63,male,English,AmE,hold a higher degree,""":""""}",bike,ai,q-stop,stop,lower,0.96,0.78,PRE,notPOST
49123.60000002384,292,41,male,English,AmE,graduated college,""":""""}",bike,ai,neg-know,know,higher,1,0.77,CC,BEL
56646.30000001192,174,41,female,English,AmE,graduated high school,""":""Enjoyed the study, Thanks!""}",bike,nai,q-stop,stop,lower,1,1,notPOST,PRE
72760.5,180,61,female,English,AmE,some college,""":""""}",petshelter,nai,q-know,know,higher,0.52,0.47,BEL,CC
51084.20000000001,382,32,male,English,AmE,some college,""":""No question but hope the data helps you guys!""}",petshelter,ai,neg-know,know,lower,0.87,0.08,CC,BEL
37829,553,49,male,English,AmE,graduated college,""":""""}",petshelter,ai,neg-know,know,higher,1,0.01,CC,BEL
89232.5,172,39,female,English,AmE,hold a higher degree,""":""""}",petshelter,nai,neg-stop,stop,higher,0.26,0.77,notPOST,PRE
56279.79999995232,127,25,female,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,0.17,0.37,BEL,CC
50867.39999997616,235,29,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,lower,0.13,0.36,BEL,CC
43557,123,36,female,English,AmE,graduated college,""":""NA""}",subway,nai,neg-know,know,lower,0.41,0.29,BEL,CC
49046.60000002384,80,48,male,English,AmE,hold a higher degree,""":""""}",bike,nai,q-stop,stop,higher,0.51,0.5,notPOST,PRE
82914,452,24,male,English,AmE,some college,""":""""}",subway,ai,q-know,know,lower,0.06,0.19,CC,BEL
84245.5,550,49,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,lower,0.81,1,BEL,CC
49566.70000004768,355,51,male,English,AmE,graduated college,""":""""}",petshelter,ai,q-stop,stop,lower,0,1,PRE,notPOST
59938.20000004768,366,49,female,English,AmE,graduated college,""":""""}",subway,ai,neg-know,know,higher,1,0.72,CC,BEL
84388.69999999995,318,64,male,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,lower,0.06999999999999995,1,notPOST,PRE
80404.20000000019,12,72,female,English,AmE,some college,""":""Thanks!""}",subway,ai,neg-know,know,lower,0.02,0.02,CC,BEL
77078.30000001192,511,26,male,English,AmE,graduated college,""":""If he is a big germophob I think the promotion has no impact on him taking public transport or not. ""}",subway,ai,q-stop,stop,lower,0.05,0.83,PRE,notPOST
76325,356,74,female,English,AmE,some college,""":""I had no problem with this survey. It was nice and short.""}",petshelter,ai,q-stop,stop,lower,0,1,PRE,notPOST
46068.10000002384,486,59,female,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,higher,0.84,0.71,BEL,CC
42027.5,189,27,female,English,AmE,graduated college,""":""""}",subway,nai,neg-know,know,higher,0.66,1,BEL,CC
31942.799999952316,460,22,male,English,AmE,some college,""":""""}",petshelter,ai,neg-know,know,lower,0.07,0.16,CC,BEL
270663,113,56,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,lower,0.69,0.66,CC,BEL
77140.20000000298,256,45,male,English,AmE,graduated college,""":""thanks!""}",petshelter,ai,neg-stop,stop,higher,1,0,PRE,notPOST
34060.200000000186,227,35,male,English,AmE,graduated college,""":""""}",bike,nai,q-know,know,lower,0.94,0.92,BEL,CC
44044.69999998808,416,50,male,English,AmE,graduated college,""":""""}",petshelter,nai,neg-know,know,higher,0.26,0.71,BEL,CC
44878.19999998808,290,47,female,English,AmE,graduated college,""":""""}",petshelter,ai,q-know,know,lower,0,0,CC,BEL
41372.69999998808,474,29,female,English,AmE,graduated high school,""":""awesome job!""}",bike,ai,q-stop,stop,higher,0,0.050000000000000044,PRE,notPOST
45729.10000002384,633,60,female,English,AmE,some college,""":""""}",subway,nai,neg-stop,stop,lower,0.8,0.89,notPOST,PRE
43220.199999809265,23,35,male,English,AmE,graduated high school,""":""This was an interesting study.""}",bike,ai,neg-know,know,lower,1,0,CC,BEL
62174.20000000298,584,62,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,0,1,notPOST,PRE
47096.10000002384,438,32,female,English,AmE,graduated college,""":""None""}",petshelter,nai,q-stop,stop,lower,0.18999999999999995,0.6,notPOST,PRE
37775.40000000037,44,35,male,English,AmE,some college,""":""No further comment.""}",subway,ai,q-know,know,lower,0.13,0.12,CC,BEL
57490.5,503,58,male,English,AmE,graduated college,""":""""}",petshelter,nai,q-know,know,lower,0.2,0,BEL,CC
33890.799999999814,202,35,female,English,AmE,graduated high school,""":""""}",bike,nai,q-stop,stop,higher,0.35,1,notPOST,PRE
47741,490,72,male,English,AmE,graduated college,""":""well written""}",subway,ai,q-know,know,higher,1,1,CC,BEL
39126.59999996424,205,27,female,English,AmE,some college,""":""""}",subway,ai,neg-know,know,higher,0.65,0.75,CC,BEL
75711.69999980927,309,68,female,English,AmE,some college,""":""It would be hard to know when if the individual volunteered and/or how long they have had the allergies to animals. Were they volunteering at the pet shelter when it was discovered they had the allergies? Based on the information provided, it would be anyone's guess as to if they volunteered. Why nit just ask the individual rather than talking/asking others about it? Total transparency is what so many companies lack.""}",petshelter,ai,q-know,know,lower,0.5,0.5,CC,BEL
64410,344,46,male,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,0.49,0.53,CC,BEL
47292.50000000003,200,44,female,English,AmE,graduated college,""":""""}",bike,ai,q-stop,stop,lower,0.14,0.97,PRE,notPOST
101554.10000000148,34,36,male,English,AmE,some college,""":""Thank you for the opportunity.""}",petshelter,nai,neg-know,know,higher,0.67,0.73,BEL,CC
42099.09999996424,233,39,female,English,AmE,some college,""":""""}",subway,ai,neg-stop,stop,lower,0.99,0.020000000000000018,PRE,notPOST
77200,595,43,female,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,lower,0,1,notPOST,PRE
76781.5,494,51,male,English,AmE,graduated college,""":""""}",subway,nai,neg-stop,stop,higher,0.09999999999999998,0.97,notPOST,PRE
350153.1999999881,21,63,female,English,AmE,hold a higher degree,""":""This was an insightful study.""}",subway,ai,neg-know,know,lower,0,0,CC,BEL
35887,119,43,male,English,AmE,graduated college,""":""none at this time""}",bike,ai,neg-stop,stop,higher,1,0,PRE,notPOST
45078.19999998808,472,42,male,English,AmE,hold a higher degree,""":""""}",bike,ai,neg-stop,stop,lower,0.93,0.050000000000000044,PRE,notPOST
42018.70000004768,446,42,female,English,AmE,graduated college,""":""none""}",petshelter,ai,q-stop,stop,higher,0.86,0.31000000000000005,PRE,notPOST
48059.199999999255,635,61,female,English,AmE,hold a higher degree,"""}",subway,ai,q-stop,stop,lower,0.66,0.89,PRE,notPOST
30764,157,31,male,English,AmE,graduated college,""":""na""}",subway,nai,q-know,know,higher,0.67,0.82,BEL,CC
42504,414,56,female,English,AmE,some college,""":""""}",petshelter,ai,neg-stop,stop,lower,1,0,PRE,notPOST
47543.39999985695,33,32,female,English,AmE,graduated high school,""":""""}",petshelter,nai,q-know,know,lower,0.04,0,BEL,CC
42005.60000002384,301,21,female,English,AmE,graduated high school,""":""""}",petshelter,nai,neg-stop,stop,higher,0,1,notPOST,PRE
42182,114,36,female,English,AmE,graduated high school,""":""""}",petshelter,ai,q-stop,stop,higher,0.63,0.5,PRE,notPOST
63463.70000001788,185,53,female,English,AmE,graduated college,""":""""}",subway,ai,q-know,know,higher,0.98,1,CC,BEL
52303.5,31,25,male,English,AmE,some college,""":""""}",subway,nai,neg-know,know,lower,0.01,0.94,BEL,CC
42160.39999997616,426,37,female,English,AmE,graduated college,""":""""}",bike,nai,neg-stop,stop,higher,0.08999999999999997,0.97,notPOST,PRE
74947,190,26,female,English,AmE,graduated college,""":""""}",petshelter,ai,neg-stop,stop,higher,0.95,0.010000000000000009,PRE,notPOST
42237.90000009537,587,27,male,English,AmE,some college,""":""""}",bike,nai,q-know,know,higher,0.72,0.65,BEL,CC
